Repetition,Fold,LR,NB,KNN,SVM,RF,XGB,CatBoost,MLP
19,5,0.817600354103516,0.7699097894867811,0.8213026957451424,0.847508668158981,0.8594690208971723,0.8860091674933853,0.8875941550898527,0.8808115753092074
19,6,0.8156492613484341,0.800233206233367,0.8357822924018591,0.8566145017281265,0.8674187329127987,0.8855142373616646,0.8897192166120353,0.879099964875926
19,7,0.815764873503786,0.7817495752629625,0.812651603320381,0.8433477316344586,0.867767771515147,0.8839171380155889,0.8858115257611409,0.8805908111458927
19,8,0.8404546750802954,0.7912347268084768,0.8354839029342365,0.855962118851498,0.8855329555201501,0.8942490109655378,0.8996750747900538,0.8889225938082534
19,9,0.8307487593714664,0.7825665678274494,0.8242480530362505,0.8478615604998408,0.8638573279938868,0.8774235886233235,0.8849334239145394,0.8780049526045217
19,10,0.8274284883765741,0.7800605367266786,0.837291856830311,0.8595609600873808,0.8717156513533779,0.8808429557513744,0.8893944015089037,0.8828650674018866
20,1,0.7988469614372904,0.7685719916891376,0.8274829912498115,0.8327664667493936,0.8600151506976919,0.8755402115592336,0.8778023560656192,0.8716187573565115
20,2,0.8235351114115804,0.7888503637378621,0.8284987266146889,0.8584940250537046,0.8730220687088545,0.8882724130679172,0.8909854449801753,0.8827813862227747
20,3,0.8433791120766256,0.7950796567750374,0.8316119967980937,0.8598775171794157,0.8799026435545123,0.8976480083328837,0.8985217059069002,0.8922109338269055
20,4,0.8086371088593044,0.766732106816823,0.82759089592814,0.8522487665284092,0.8669876647335579,0.8832493401849134,0.8879817310773179,0.8819032843761733
20,5,0.817600354103516,0.7699097894867811,0.8213026957451424,0.847508668158981,0.8607055204253647,0.8860091674933853,0.8878969488300601,0.8828023065175525
20,6,0.8156492613484341,0.800233206233367,0.8357822924018591,0.8566145017281265,0.8679604584407334,0.8855142373616646,0.8894263324851438,0.882038165224084
20,7,0.815764873503786,0.7817495752629625,0.812651603320381,0.8433477316344586,0.8681531453663199,0.8839171380155889,0.8861165216376405,0.8814793731398829
20,8,0.8404546750802954,0.7912347268084768,0.8354839029342365,0.855962118851498,0.8843691264896074,0.8942490109655378,0.8993309909943636,0.8884909750949396
20,9,0.8307487593714664,0.7825665678274494,0.8242480530362505,0.8478615604998408,0.862596054432405,0.8774235886233235,0.8853991757403857,0.8806260453265714
20,10,0.8274284883765741,0.7800605367266786,0.837291856830311,0.8595609600873808,0.8704059307934626,0.8808429557513744,0.8885994303073412,0.8815878283522847
21,1,0.7988469614372904,0.7685719916891376,0.8274829912498115,0.8327664667493936,0.861657944371835,0.8755402115592336,0.8786281571752759,0.8736254540529766
21,2,0.8235351114115804,0.7888503637378621,0.8284987266146889,0.8584940250537046,0.8711508033943729,0.8882724130679172,0.8906991672621609,0.8819126434554161
21,3,0.8433791120766256,0.7950796567750374,0.8316119967980937,0.8598775171794157,0.8761457990396484,0.8976480083328837,0.8997515990262153,0.891495790065943
21,4,0.8086371088593044,0.766732106816823,0.82759089592814,0.8522487665284092,0.865752266273512,0.8832493401849134,0.8876569159741866,0.882583193956457
21,5,0.817600354103516,0.7699097894867811,0.8213026957451424,0.847508668158981,0.8607374514016047,0.8860091674933853,0.8878187729916792,0.8816263657374019
21,6,0.8156492613484341,0.800233206233367,0.8357822924018591,0.8566145017281265,0.8667630468317314,0.8855142373616646,0.8896201204788765,0.8815289212064623
21,7,0.815764873503786,0.7817495752629625,0.812651603320381,0.8433477316344586,0.8673130303707627,0.8839171380155889,0.8860207287089206,0.8813219203949754
21,8,0.8404546750802954,0.7912347268084768,0.8354839029342365,0.855962118851498,0.8850985841364709,0.8942490109655378,0.8995335875332662,0.89199182126581
21,9,0.8307487593714664,0.7825665678274494,0.8242480530362505,0.8478615604998408,0.8622189385923283,0.8774235886233235,0.8850534403424763,0.8783947307282794
21,10,0.8274284883765741,0.7800605367266786,0.837291856830311,0.8595609600873808,0.8708237861549488,0.8808429557513744,0.88856199399037,0.8834524872578888
22,1,0.7988469614372904,0.7685719916891376,0.8274829912498115,0.8327664667493936,0.8588689387574887,0.8755402115592336,0.8779146650165326,0.8716187573565115
22,2,0.8235351114115804,0.7888503637378621,0.8284987266146889,0.8584940250537046,0.8716264648335349,0.8882724130679172,0.8901211064854014,0.8831122572007104
22,3,0.8433791120766256,0.7950796567750374,0.8316119967980937,0.8598775171794157,0.8768312139606633,0.8976480083328837,0.8987331109909724,0.8917991343402234
22,4,0.8086371088593044,0.766732106816823,0.82759089592814,0.8522487665284092,0.8687713951304161,0.8832493401849134,0.8870887648107428,0.8856193893696275
22,5,0.817600354103516,0.7699097894867811,0.8213026957451424,0.847508668158981,0.860591559872232,0.8860091674933853,0.8876954533593039,0.8846498988668907
22,6,0.8156492613484341,0.800233206233367,0.8357822924018591,0.8566145017281265,0.867156678694001,0.8855142373616646,0.8894307367577287,0.8812118135803544
22,7,0.815764873503786,0.7817495752629625,0.812651603320381,0.8433477316344586,0.8676301379968709,0.8839171380155889,0.885569290768975,0.8809530625659953
22,8,0.8404546750802954,0.7912347268084768,0.8354839029342365,0.855962118851498,0.8848057000095794,0.8942490109655378,0.8997339819358761,0.8922687399045814
22,9,0.8307487593714664,0.7825665678274494,0.8242480530362505,0.8478615604998408,0.8635837125595541,0.8774235886233235,0.884730827375637,0.8804421669461545
22,10,0.8274284883765741,0.7800605367266786,0.837291856830311,0.8595609600873808,0.8698939341054757,0.8808429557513744,0.8886721008049909,0.8851244592379067
23,1,0.7988469614372904,0.7685719916891376,0.8274829912498115,0.8327664667493936,0.8609510586219691,0.8755402115592336,0.8782031448708392,0.8717228082963282
23,2,0.8235351114115804,0.7888503637378621,0.8284987266146889,0.8584940250537046,0.8719066866767451,0.8882724130679172,0.8899526430590314,0.881172725661164
23,3,0.8433791120766256,0.7950796567750374,0.8316119967980937,0.8598775171794157,0.8761997513788127,0.8976480083328837,0.8990810485251742,0.8896102108655607
23,4,0.8086371088593044,0.766732106816823,0.82759089592814,0.8522487665284092,0.8665356762595394,0.8832493401849134,0.8869830622687067,0.8818295128103774
23,5,0.817600354103516,0.7699097894867811,0.8213026957451424,0.847508668158981,0.8604737455805878,0.8860091674933853,0.8874455108901146,0.8824433583018887
23,6,0.8156492613484341,0.800233206233367,0.8357822924018591,0.8566145017281265,0.8656696861625464,0.8855142373616646,0.8891962092425862,0.8814435884251313
23,7,0.815764873503786,0.7817495752629625,0.812651603320381,0.8433477316344586,0.8672937616782039,0.8839171380155889,0.886545938214662,0.8827445004398767
23,8,0.8404546750802954,0.7912347268084768,0.8354839029342365,0.855962118851498,0.885079315443912,0.8942490109655378,0.8992693311781759,0.892203776883955
23,9,0.8307487593714664,0.7825665678274494,0.8242480530362505,0.8478615604998408,0.8624088728475494,0.8774235886233235,0.8856292989829435,0.8773597266708435
23,10,0.8274284883765741,0.7800605367266786,0.837291856830311,0.8595609600873808,0.8695041559817178,0.8808429557513744,0.8883472857018594,0.8815035966390996
24,1,0.7988469614372904,0.7685719916891376,0.8274829912498115,0.8327664667493936,0.8613265228598264,0.8755402115592336,0.8778408934507366,0.8737239996520624
24,2,0.8235351114115804,0.7888503637378621,0.8284987266146889,0.8584940250537046,0.87191109094933,0.8882724130679172,0.8911704244287383,0.8846020024025307
24,3,0.8433791120766256,0.7950796567750374,0.8316119967980937,0.8598775171794157,0.8793130215622175,0.8976480083328837,0.8986241052444978,0.8908538673367035
24,4,0.8086371088593044,0.766732106816823,0.82759089592814,0.8522487665284092,0.8660776319107166,0.8832493401849134,0.8873453136888095,0.881516809456854
24,5,0.817600354103516,0.7699097894867811,0.8213026957451424,0.847508668158981,0.8594954465326814,0.8860091674933853,0.8875875486809753,0.8818366697533278
24,6,0.8156492613484341,0.800233206233367,0.8357822924018591,0.8566145017281265,0.8654709433621557,0.8855142373616646,0.8899735633538095,0.8830395867030607
24,7,0.815764873503786,0.7817495752629625,0.812651603320381,0.8433477316344586,0.868512644116057,0.8839171380155889,0.8865162093747145,0.8790922573989026
24,8,0.8404546750802954,0.7912347268084768,0.8354839029342365,0.855962118851498,0.885158041816366,0.8942490109655378,0.8990887560021977,0.8912062091434902
24,9,0.8307487593714664,0.7825665678274494,0.8242480530362505,0.8478615604998408,0.8641469089163397,0.8774235886233235,0.8845271297685885,0.8784866699184879
24,10,0.8274284883765741,0.7800605367266786,0.837291856830311,0.8595609600873808,0.871177779563955,0.8808429557513744,0.8886401698287508,0.8827158726680753
25,1,0.7988469614372904,0.7685719916891376,0.8274829912498115,0.8327664667493936,0.8612753231910276,0.8755402115592336,0.8787878120564759,0.8736733505173369
25,2,0.8235351114115804,0.7888503637378621,0.8284987266146889,0.8584940250537046,0.872882233054286,0.8882724130679172,0.8909480086632042,0.8822622325918373
25,3,0.8433791120766256,0.7950796567750374,0.8316119967980937,0.8598775171794157,0.8774830463032187,0.8976480083328837,0.8993078685632934,0.8922076306224669
25,4,0.8086371088593044,0.766732106816823,0.82759089592814,0.8522487665284092,0.8667713048428279,0.8832493401849134,0.8877527089029068,0.8833104494670281
25,5,0.817600354103516,0.7699097894867811,0.8213026957451424,0.847508668158981,0.8608833429309773,0.8860091674933853,0.8874719365256235,0.882931131490659
25,6,0.8156492613484341,0.800233206233367,0.8357822924018591,0.8566145017281265,0.8677820854010476,0.8855142373616646,0.8896982963172574,0.8824664807329591
25,7,0.815764873503786,0.7817495752629625,0.812651603320381,0.8433477316344586,0.868602381169973,0.8839171380155889,0.885753169149392,0.8816775654062005
25,8,0.8404546750802954,0.7912347268084768,0.8354839029342365,0.855962118851498,0.8853325611175402,0.8942490109655378,0.8995556088961902,0.8920171458331727
25,9,0.8307487593714664,0.7825665678274494,0.8242480530362505,0.8478615604998408,0.8626764324070781,0.8774235886233235,0.8849521420730251,0.8769215015486523
25,10,0.8274284883765741,0.7800605367266786,0.837291856830311,0.8595609600873808,0.8698851255603062,0.8808429557513744,0.8884573925164801,0.884751747670415
26,1,0.7988469614372904,0.7685719916891376,0.8274829912498115,0.8327664667493936,0.8591172296244587,0.8755402115592336,0.8781921341893772,0.8705589792657857
26,2,0.8235351114115804,0.7888503637378621,0.8284987266146889,0.8584940250537046,0.8714073522724394,0.8882724130679172,0.8900726594869682,0.8829426927061944
26,3,0.8433791120766256,0.7950796567750374,0.8316119967980937,0.8598775171794157,0.8771191432808967,0.8976480083328837,0.8989092818943657,0.8922951655400904
26,4,0.8086371088593044,0.766732106816823,0.82759089592814,0.8522487665284092,0.8678409925468696,0.8832493401849134,0.8873893564146579,0.8826718299422271
26,5,0.817600354103516,0.7699097894867811,0.8213026957451424,0.847508668158981,0.8605392591352873,0.8860091674933853,0.8877736291976845,0.8816715095313963
26,6,0.8156492613484341,0.800233206233367,0.8357822924018591,0.8566145017281265,0.867272290849353,0.8855142373616646,0.8894736784154309,0.8825022654477108
26,7,0.815764873503786,0.7817495752629625,0.812651603320381,0.8433477316344586,0.8683524387007836,0.8839171380155889,0.8862090113619221,0.8832504412530595
26,8,0.8404546750802954,0.7912347268084768,0.8354839029342365,0.855962118851498,0.8856887566628386,0.8942490109655378,0.8993508102209954,0.8892864968305753
26,9,0.8307487593714664,0.7825665678274494,0.8242480530362505,0.8478615604998408,0.8641270896897081,0.8774235886233235,0.8842881979808612,0.8785841144494274
26,10,0.8274284883765741,0.7800605367266786,0.837291856830311,0.8595609600873808,0.8687785520733664,0.8808429557513744,0.8881711147984661,0.8806497182917147
27,1,0.7988469614372904,0.7685719916891376,0.8274829912498115,0.8327664667493936,0.8614322254018624,0.8755402115592336,0.8783848211149637,0.873029776185878
27,2,0.8235351114115804,0.7888503637378621,0.8284987266146889,0.8584940250537046,0.8716088477431957,0.8882724130679172,0.8897874828371004,0.8795613124291877
27,3,0.8433791120766256,0.7950796567750374,0.8316119967980937,0.8598775171794157,0.874091205878823,0.8976480083328837,0.898456742886274,0.891570112165812
27,4,0.8086371088593044,0.766732106816823,0.82759089592814,0.8522487665284092,0.8679857830080961,0.8832493401849134,0.8876403999519933,0.882566127400191
27,5,0.817600354103516,0.7699097894867811,0.8213026957451424,0.847508668158981,0.859720614968581,0.8860091674933853,0.8882107532517296,0.8827312876221223
27,6,0.8156492613484341,0.800233206233367,0.8357822924018591,0.8566145017281265,0.8677941971506559,0.8855142373616646,0.8899614516042013,0.8792838432563429
27,7,0.815764873503786,0.7817495752629625,0.812651603320381,0.8433477316344586,0.8669050846225924,0.8839171380155889,0.8859667763697561,0.8831766696872636
27,8,0.8404546750802954,0.7912347268084768,0.8354839029342365,0.855962118851498,0.8849460861982208,0.8942490109655378,0.8996943434826123,0.8898414351762645
27,9,0.8307487593714664,0.7825665678274494,0.8242480530362505,0.8478615604998408,0.8630276731457187,0.8774235886233235,0.8850639004898653,0.8768174506088355
27,10,0.8274284883765741,0.7800605367266786,0.837291856830311,0.8595609600873808,0.8704246489519483,0.8808429557513744,0.8879586086462479,0.8800331201298378
28,1,0.7988469614372904,0.7685719916891376,0.8274829912498115,0.8327664667493936,0.8601494810115293,0.8755402115592336,0.8782670068233193,0.8711430959173494
28,2,0.8235351114115804,0.7888503637378621,0.8284987266146889,0.8584940250537046,0.872724229775305,0.8882724130679172,0.8901596438705188,0.8821956179689917
28,3,0.8433791120766256,0.7950796567750374,0.8316119967980937,0.8598775171794157,0.8779064070054359,0.8976480083328837,0.8990810485251743,0.8929800299270322
28,4,0.8086371088593044,0.766732106816823,0.82759089592814,0.8522487665284092,0.8672271470553584,0.8832493401849134,0.8877317886081286,0.8828017559834795
28,5,0.817600354103516,0.7699097894867811,0.8213026957451424,0.847508668158981,0.8626422992945456,0.8860091674933853,0.8868806629311093,0.8840096277398705
28,6,0.8156492613484341,0.800233206233367,0.8357822924018591,0.8566145017281265,0.8676334412013094,0.8855142373616646,0.8895782798893207,0.8801580913644326
28,7,0.815764873503786,0.7817495752629625,0.812651603320381,0.8433477316344586,0.8678233754565303,0.8839171380155889,0.8859579678245865,0.8822622325918374
28,8,0.8404546750802954,0.7912347268084768,0.8354839029342365,0.855962118851498,0.8849714107655836,0.8942490109655378,0.9000202596538901,0.8905158394158175
28,9,0.8307487593714664,0.7825665678274494,0.8242480530362505,0.8478615604998408,0.8649804175030197,0.8774235886233235,0.8846911889223736,0.8775034160639236
28,10,0.8274284883765741,0.7800605367266786,0.837291856830311,0.8595609600873808,0.8690984123698401,0.8808429557513744,0.8890475650428481,0.8840641306131077
29,1,0.7988469614372904,0.7685719916891376,0.8274829912498115,0.8327664667493936,0.8598136552269356,0.8755402115592336,0.8780985433969495,0.8723696858322257
29,2,0.8235351114115804,0.7888503637378621,0.8284987266146889,0.8584940250537046,0.8717277631029863,0.8882724130679172,0.8907487153287404,0.8838703426193751
29,3,0.8433791120766256,0.7950796567750374,0.8316119967980937,0.8598775171794157,0.8781745170990377,0.8976480083328837,0.8988068825567683,0.8924427086716825
29,4,0.8086371088593044,0.766732106816823,0.82759089592814,0.8522487665284092,0.8679455940207594,0.8832493401849134,0.8883153547256194,0.8836561848649374
29,5,0.817600354103516,0.7699097894867811,0.8213026957451424,0.847508668158981,0.8598477883394682,0.8860091674933853,0.887538000614396,0.8842458068572321
29,6,0.8156492613484341,0.800233206233367,0.8357822924018591,0.8566145017281265,0.8676565636323798,0.8855142373616646,0.8892732840128209,0.8828782802196411
29,7,0.815764873503786,0.7817495752629625,0.812651603320381,0.8433477316344586,0.8683849202110968,0.8839171380155889,0.8864611559674039,0.8830643607363503
29,8,0.8404546750802954,0.7912347268084768,0.8354839029342365,0.855962118851498,0.8857779431826814,0.8942490109655378,0.900183217739529,0.8908588221433612
29,9,0.8307487593714664,0.7825665678274494,0.8242480530362505,0.8478615604998408,0.8622079279108663,0.8774235886233235,0.8842188306876501,0.8796620601645655
29,10,0.8274284883765741,0.7800605367266786,0.837291856830311,0.8595609600873808,0.8678415430809427,0.8808429557513744,0.8891741878796622,0.884482536508667
30,1,0.7988469614372904,0.7685719916891376,0.8274829912498115,0.8327664667493936,0.8597866790573534,0.8755402115592336,0.8781073519421191,0.8725045666801363
30,2,0.8235351114115804,0.7888503637378621,0.8284987266146889,0.8584940250537046,0.8713016497304035,0.8882724130679172,0.8907321993065473,0.8820789047454936
30,3,0.8433791120766256,0.7950796567750374,0.8316119967980937,0.8598775171794157,0.877500663393558,0.8976480083328837,0.899169133976871,0.88987611882287
30,4,0.8086371088593044,0.766732106816823,0.82759089592814,0.8522487665284092,0.8678409925468696,0.8832493401849134,0.8870260039264091,0.8826944018392243
30,5,0.817600354103516,0.7699097894867811,0.8213026957451424,0.847508668158981,0.861388733210087,0.8860091674933853,0.8879233744655691,0.8798921834071232
30,6,0.8156492613484341,0.800233206233367,0.8357822924018591,0.8566145017281265,0.8663077551532742,0.8855142373616646,0.8900220103522427,0.8789827011183549
30,7,0.815764873503786,0.7817495752629625,0.812651603320381,0.8433477316344586,0.8680975414249363,0.8839171380155889,0.8863620598342452,0.882719726406587
30,8,0.8404546750802954,0.7912347268084768,0.8354839029342365,0.855962118851498,0.8859100713602265,0.8942490109655378,0.8999178603162928,0.8911709749628115
30,9,0.8307487593714664,0.7825665678274494,0.8242480530362505,0.8478615604998408,0.8615599493068224,0.8774235886233235,0.8837497756573651,0.8793708276398935
30,10,0.8274284883765741,0.7800605367266786,0.837291856830311,0.8595609600873808,0.8707439587143488,0.8808429557513744,0.8890695864057724,0.8828265300167693
