Repetition,Fold,LR,NB,KNN,SVM,RF,XGB,CatBoost,MLP
16,3,0.8433791120766256,0.7950796567750374,0.8316119967980937,0.8598775171794157,0.8739530218264737,0.8976480083328837,0.8988718455773946,0.8907024704665996
16,4,0.8086371088593044,0.766732106816823,0.82759089592814,0.8522487665284092,0.8680700147212812,0.8832493401849134,0.8876426020882858,0.8880918378919389
16,5,0.817600354103516,0.7699097894867811,0.8213026957451424,0.847508668158981,0.8604759477168802,0.8860091674933853,0.8870645413115263,0.8802742540538576
16,6,0.8156492613484341,0.800233206233367,0.8357822924018591,0.8566145017281265,0.8674638767067933,0.8855142373616646,0.8894032100540734,0.8785075902132659
16,7,0.815764873503786,0.7817495752629625,0.812651603320381,0.8433477316344586,0.8690686835298924,0.8839171380155889,0.8859326432572238,0.8806067766340125
16,8,0.8404546750802954,0.7912347268084768,0.8354839029342365,0.855962118851498,0.884556308074463,0.8942490109655378,0.8999916318820889,0.8936896683472637
16,9,0.8307487593714664,0.7825665678274494,0.8242480530362505,0.8478615604998408,0.8624380511534239,0.8774235886233235,0.8845293319048808,0.8781447882590901
16,10,0.8274284883765741,0.7800605367266786,0.837291856830311,0.8595609600873808,0.8701598420627852,0.8808429557513744,0.8881942372295364,0.8837684938158508
17,1,0.7988469614372904,0.7685719916891376,0.8274829912498115,0.8327664667493936,0.860754517957871,0.8755402115592336,0.878150293599821,0.8732136545662946
17,2,0.8235351114115804,0.7888503637378621,0.8284987266146889,0.8584940250537046,0.8716385765831434,0.8882724130679172,0.8908070719404894,0.8810884939479788
17,3,0.8433791120766256,0.7950796567750374,0.8316119967980937,0.8598775171794157,0.8770629888054401,0.8976480083328837,0.899248410883398,0.8912408927900958
17,4,0.8086371088593044,0.766732106816823,0.82759089592814,0.8522487665284092,0.8659983550041896,0.8832493401849134,0.8875181813877644,0.8816362753507178
17,5,0.817600354103516,0.7699097894867811,0.8213026957451424,0.847508668158981,0.8631097027226111,0.8860091674933853,0.8877714270613923,0.8820117395885749
17,6,0.8156492613484341,0.800233206233367,0.8357822924018591,0.8566145017281265,0.8672629317701103,0.8855142373616646,0.8894318378258749,0.8818251085377924
17,7,0.815764873503786,0.7817495752629625,0.812651603320381,0.8433477316344586,0.8672315513279433,0.8839171380155889,0.8857795947849008,0.8823800468834816
17,8,0.8404546750802954,0.7912347268084768,0.8354839029342365,0.855962118851498,0.8839320024355628,0.8942490109655378,0.898805781488622,0.8907509174650329
17,9,0.8307487593714664,0.7825665678274494,0.8242480530362505,0.8478615604998408,0.8645697190844839,0.8774235886233235,0.8847968914644095,0.8793025614148285
17,10,0.8274284883765741,0.7800605367266786,0.837291856830311,0.8595609600873808,0.8685429234900777,0.8808429557513744,0.8886809093501606,0.8842606712772061
18,1,0.7988469614372904,0.7685719916891376,0.8274829912498115,0.8327664667493936,0.8609224308501677,0.8755402115592336,0.8784740076348065,0.87430701523548
18,2,0.8235351114115804,0.7888503637378621,0.8284987266146889,0.8584940250537046,0.8714613046116035,0.8882724130679172,0.8907366035791321,0.881880161945103
18,3,0.8433791120766256,0.7950796567750374,0.8316119967980937,0.8598775171794157,0.8769754538878167,0.8976480083328837,0.8988432178055932,0.8927543109570595
18,4,0.8086371088593044,0.766732106816823,0.82759089592814,0.8522487665284092,0.8673851503343394,0.8832493401849134,0.8870623391752339,0.8809161767830974
18,5,0.817600354103516,0.7699097894867811,0.8213026957451424,0.847508668158981,0.8603080348245833,0.8860091674933853,0.8876238839298003,0.8827533089850466
18,6,0.8156492613484341,0.800233206233367,0.8357822924018591,0.8566145017281265,0.8654648874873514,0.8855142373616646,0.8891554697211765,0.8814545991065933
18,7,0.815764873503786,0.7817495752629625,0.812651603320381,0.8433477316344586,0.8682048955691917,0.8839171380155889,0.8864963901480827,0.8820998250402716
18,8,0.8404546750802954,0.7912347268084768,0.8354839029342365,0.855962118851498,0.8839457657873904,0.8942490109655378,0.9002327658061084,0.8887365132915441
18,9,0.8307487593714664,0.7825665678274494,0.8242480530362505,0.8478615604998408,0.8615891276126971,0.8774235886233235,0.8841186334863451,0.8761529559825987
18,10,0.8274284883765741,0.7800605367266786,0.837291856830311,0.8595609600873808,0.8702732520818445,0.8808429557513744,0.8886974253723536,0.8818994306376615
19,1,0.7988469614372904,0.7685719916891376,0.8274829912498115,0.8327664667493936,0.8591739346339884,0.8755402115592336,0.8777682229530868,0.8705677878109555
19,2,0.8235351114115804,0.7888503637378621,0.8284987266146889,0.8584940250537046,0.8726207293695614,0.8882724130679172,0.8907487153287404,0.8838637362104977
19,3,0.8433791120766256,0.7950796567750374,0.8316119967980937,0.8598775171794157,0.8775645253460381,0.8976480083328837,0.8989588299609451,0.8940210898592724
19,4,0.8086371088593044,0.766732106816823,0.82759089592814,0.8522487665284092,0.8655766459041916,0.8832493401849134,0.8878319858094338,0.8832394305715976
